NetSales,OrderQuantity,UnitPrice,ProductCategory,ProductSubcategory,City,State
253.7992,2,2024.994,Bikes,Mountain Bikes,Casper,Wyoming
253.7992,2,2024.994,Bikes,Mountain Bikes,Seattle,Washington
255.6792,2,2039.994,Bikes,Mountain Bikes,Casper,Wyoming
255.6792,2,2039.994,Bikes,Mountain Bikes,Seattle,Washington
511.3584,4,2039.994,Bikes,Mountain Bikes,Seattle,Washington
255.6792,2,2039.994,Bikes,Mountain Bikes,Casper,Wyoming
255.6792,2,2039.994,Bikes,Mountain Bikes,Casper,Wyoming
511.3584,4,2039.994,Bikes,Mountain Bikes,Seattle,Washington
-24.3322,1,2146.962,Bikes,Road Bikes,Port Orchard,Washington
-9.9143,1,874.794,Bikes,Road Bikes,Everett,Washington
-9.9143,1,874.794,Bikes,Road Bikes,Everett,Washington
-134.4954,2,419.4589,Bikes,Road Bikes,Everett,Washington
-67.2477,1,419.4589,Bikes,Road Bikes,Everett,Washington
-201.7431,3,419.4589,Bikes,Road Bikes,Everett,Washington
14.2004,2,20.1865,Accessories,Helmets,Seattle,Washington
14.2004,2,20.1865,Accessories,Helmets,Casper,Wyoming
14.2004,2,20.1865,Accessories,Helmets,Seattle,Washington
14.2004,2,20.1865,Accessories,Helmets,Casper,Wyoming
7.1002,1,20.1865,Accessories,Helmets,Seattle,Washington
-6.9432,4,5.1865,Clothing,Caps,Longview,Washington
-24.3367,1,714.7043,Components,Mountain Frames,Kent,Washington
-24.3367,1,714.7043,Components,Mountain Frames,Kent,Washington
221.3344,2,809.76,Components,Mountain Frames,Kent,Washington
-24.6053,1,722.5949,Components,Mountain Frames,Kent,Washington
-24.6053,1,722.5949,Components,Mountain Frames,Kent,Washington
-26.0443,1,178.5808,Components,Road Frames,Longview,Washington
-6.4378,2,183.9382,Components,Road Frames,Longview,Washington
-3.2189,1,183.9382,Components,Road Frames,Longview,Washington
-9.6567,3,183.9382,Components,Road Frames,Longview,Washington
-3.2189,1,183.9382,Components,Road Frames,Longview,Washington
-28.9557,3,28.8404,Clothing,Jerseys,Longview,Washington
-38.6076,4,28.8404,Clothing,Jerseys,Longview,Washington
-38.6076,4,28.8404,Clothing,Jerseys,Longview,Washington
9.5172,2,356.898,Components,Road Frames,Longview,Washington
13.8222,6,5.7,Clothing,Socks,Troutdale,Oregon
6.9111,3,5.7,Clothing,Socks,Kent,Washington
380.6988,3,2024.994,Bikes,Mountain Bikes,Kent,Washington
253.7992,2,2024.994,Bikes,Mountain Bikes,Troutdale,Oregon
380.6988,3,2024.994,Bikes,Mountain Bikes,Kent,Washington
639.198,5,2039.994,Bikes,Mountain Bikes,Kent,Washington
383.5188,3,2039.994,Bikes,Mountain Bikes,Kent,Washington
255.6792,2,2039.994,Bikes,Mountain Bikes,Troutdale,Oregon
1022.7168,8,2039.994,Bikes,Mountain Bikes,Kent,Washington
127.8396,1,2039.994,Bikes,Mountain Bikes,Kent,Washington
-48.6644,2,2146.962,Bikes,Road Bikes,Longview,Washington
-24.3322,1,2146.962,Bikes,Road Bikes,Longview,Washington
-48.6644,2,2146.962,Bikes,Road Bikes,Longview,Washington
-121.661,5,2146.962,Bikes,Road Bikes,Longview,Washington
-72.9966,3,2146.962,Bikes,Road Bikes,Longview,Washington
-39.6572,4,874.794,Bikes,Road Bikes,Longview,Washington
-49.5715,5,874.794,Bikes,Road Bikes,Longview,Washington
-29.7429,3,874.794,Bikes,Road Bikes,Longview,Washington
-9.9143,1,874.794,Bikes,Road Bikes,Longview,Washington
-19.8286,2,874.794,Bikes,Road Bikes,Longview,Washington
-201.7431,3,419.4589,Bikes,Road Bikes,Longview,Washington
-134.4954,2,419.4589,Bikes,Road Bikes,Longview,Washington
-134.4954,2,419.4589,Bikes,Road Bikes,Longview,Washington
-67.2477,1,419.4589,Bikes,Road Bikes,Longview,Washington
-201.7431,3,419.4589,Bikes,Road Bikes,Longview,Washington
-268.9908,4,419.4589,Bikes,Road Bikes,Longview,Washington
-67.2477,1,419.4589,Bikes,Road Bikes,Longview,Washington
-201.7431,3,419.4589,Bikes,Road Bikes,Longview,Washington
-201.7431,3,419.4589,Bikes,Road Bikes,Longview,Washington
-201.7431,3,419.4589,Bikes,Road Bikes,Longview,Washington
-201.7431,3,419.4589,Bikes,Road Bikes,Longview,Washington
-134.4954,2,419.4589,Bikes,Road Bikes,Longview,Washington
28.4008,4,20.1865,Accessories,Helmets,Longview,Washington
28.4008,4,20.1865,Accessories,Helmets,Longview,Washington
35.501,5,20.1865,Accessories,Helmets,Longview,Washington
-3.4716,2,5.1865,Clothing,Caps,Tacoma,Washington
-1.7358,1,5.1865,Clothing,Caps,Kent,Washington
-24.3367,1,714.7043,Components,Mountain Frames,Tacoma,Washington
-48.6734,2,714.7043,Components,Mountain Frames,Kirkland,Washington
221.3344,2,809.76,Components,Mountain Frames,Tacoma,Washington
-24.6053,1,722.5949,Components,Mountain Frames,Tacoma,Washington
-24.6053,1,722.5949,Components,Mountain Frames,Tacoma,Washington
223.778,2,818.7,Components,Mountain Frames,Tacoma,Washington
-26.0443,1,178.5808,Components,Road Frames,Wenatchee,Washington
-38.6076,4,28.8404,Clothing,Jerseys,Kent,Washington
4.6074,2,5.7,Clothing,Socks,Woodinville,Washington
13.8222,6,5.7,Clothing,Socks,Kent,Washington
6.9111,3,5.7,Clothing,Socks,Woodinville,Washington
-6748.292625,5,843.7475,Bikes,Mountain Bikes,Tacoma,Washington
-2699.31705,2,843.7475,Bikes,Mountain Bikes,Tacoma,Washington
-1349.658525,1,843.7475,Bikes,Mountain Bikes,Kent,Washington
-2699.31705,2,843.7475,Bikes,Mountain Bikes,Tacoma,Washington
-1349.658525,1,843.7475,Bikes,Mountain Bikes,Kent,Washington
-2719.31205,2,849.9975,Bikes,Mountain Bikes,Tacoma,Washington
-1359.656025,1,849.9975,Bikes,Mountain Bikes,Kent,Washington
-1359.656025,1,849.9975,Bikes,Mountain Bikes,Woodinville,Washington
-1359.656025,1,849.9975,Bikes,Mountain Bikes,Woodinville,Washington
-2719.31205,2,849.9975,Bikes,Mountain Bikes,Kent,Washington
-1359.656025,1,849.9975,Bikes,Mountain Bikes,Woodinville,Washington
-4078.968075,3,849.9975,Bikes,Mountain Bikes,Tacoma,Washington
-1359.656025,1,849.9975,Bikes,Mountain Bikes,Woodinville,Washington
-3.4716,2,5.1865,Clothing,Caps,Cheyenne,Wyoming
-5.2074,3,5.1865,Clothing,Caps,Seattle,Washington
-3.4716,2,5.1865,Clothing,Caps,Bellingham,Washington
32.8125,7,15,Accessories,Locks,Seattle,Washington
28.4924,4,22.794,Clothing,Gloves,Cheyenne,Wyoming
48.4364,34,18.995,Clothing,Gloves,Seattle,Washington
42.7386,6,22.794,Clothing,Gloves,Cheyenne,Wyoming
75.21975,18,20.8945,Clothing,Gloves,Seattle,Washington
7.1231,1,22.794,Clothing,Gloves,Cheyenne,Wyoming
35.6155,5,22.794,Clothing,Gloves,Seattle,Washington
39.7568,8,14.1289,Clothing,Gloves,Seattle,Washington
-20.4925,7,744.2727,Components,Mountain Frames,Seattle,Washington
36.6057,3,65.6018,Components,Handlebars,Seattle,Washington
102.091,2,196.329,Components,Wheels,Cheyenne,Wyoming
153.1365,3,196.329,Components,Wheels,Seattle,Washington
-87.816,1,780.8182,Components,Road Frames,Bellingham,Washington
-175.632,2,780.8182,Components,Road Frames,Bellingham,Washington
-87.816,1,780.8182,Components,Road Frames,Sandpoint,Idaho
-263.448,3,780.8182,Components,Road Frames,Bellingham,Washington
-87.816,1,780.8182,Components,Road Frames,Sandpoint,Idaho
205.9576,4,198.036,Components,Wheels,Bellingham,Washington
48.8076,4,65.6018,Components,Handlebars,Bellingham,Washington
9.4762,1,36.447,Components,Wheels,Cheyenne,Wyoming
47.381,5,36.447,Components,Wheels,Seattle,Washington
18.0748,4,24.2945,Components,Handlebars,Seattle,Washington
13.6882,1,52.647,Components,Wheels,Cheyenne,Wyoming
13.6882,1,52.647,Components,Wheels,Seattle,Washington
-82.7476,4,183.9382,Components,Road Frames,Bellingham,Washington
-165.4952,8,183.9382,Components,Road Frames,Bellingham,Washington
-82.7476,4,183.9382,Components,Road Frames,Bellingham,Washington
-103.4345,5,183.9382,Components,Road Frames,Bellingham,Washington
49.706228,11,195.5876,Components,Road Frames,Bellingham,Washington
75.8745,5,202.332,Components,Road Frames,Bellingham,Washington
75.8745,5,202.332,Components,Road Frames,Bellingham,Washington
121.3992,8,202.332,Components,Road Frames,Bellingham,Washington
30.3498,2,202.332,Components,Road Frames,Bellingham,Washington
122.9207,7,67.539,Components,Wheels,Bellingham,Washington
-9.6519,1,28.8404,Clothing,Jerseys,Cheyenne,Wyoming
-86.8671,9,28.8404,Clothing,Jerseys,Seattle,Washington
-28.9557,3,28.8404,Clothing,Jerseys,Bellingham,Washington
-19.3038,2,28.8404,Clothing,Jerseys,Seattle,Washington
-28.9557,3,28.8404,Clothing,Jerseys,Seattle,Washington
-9.6519,1,28.8404,Clothing,Jerseys,Sandpoint,Idaho
50.6193,3,53.994,Clothing,Bib-Shorts,Seattle,Washington
16.8731,1,53.994,Clothing,Bib-Shorts,Cheyenne,Wyoming
33.7462,2,53.994,Clothing,Bib-Shorts,Seattle,Washington
56.2405,5,35.994,Clothing,Shorts,Seattle,Washington
11.2481,1,35.994,Clothing,Shorts,Sandpoint,Idaho
22.4962,2,35.994,Clothing,Shorts,Port Orchard,Washington
11.2443,3,11.994,Accessories,Pumps,Seattle,Washington
164.0569,7,209.256,Components,Mountain Frames,Seattle,Washington
93.7468,4,209.256,Components,Mountain Frames,Seattle,Washington
46.8734,2,209.256,Components,Mountain Frames,Cheyenne,Wyoming
140.6202,6,209.256,Components,Mountain Frames,Seattle,Washington
65.2158,2,125.415,Components,Wheels,Seattle,Washington
12.564,2,33.7745,Components,Handlebars,Cheyenne,Wyoming
37.692,6,33.7745,Components,Handlebars,Seattle,Washington
36.8199,1,141.615,Components,Wheels,Cheyenne,Wyoming
73.6398,2,141.615,Components,Wheels,Seattle,Washington
-182.4505,5,324.4527,Components,Road Frames,Bellingham,Washington
-72.9802,2,324.4527,Components,Road Frames,Bellingham,Washington
-218.9406,6,324.4527,Components,Road Frames,Bellingham,Washington
-109.4703,3,324.4527,Components,Road Frames,Bellingham,Washington
116.2443,3,149.031,Components,Wheels,Bellingham,Washington
-45.0448,2,1229.4589,Bikes,Mountain Bikes,Cheyenne,Wyoming
-225.224,10,1229.4589,Bikes,Mountain Bikes,Seattle,Washington
-1047.28608,12,1188.477,Bikes,Mountain Bikes,Seattle,Washington
-180.1792,8,1229.4589,Bikes,Mountain Bikes,Seattle,Washington
-91.0708,4,1242.8518,Bikes,Mountain Bikes,Cheyenne,Wyoming
-45.5354,2,1242.8518,Bikes,Mountain Bikes,Seattle,Washington
-68.3031,3,1242.8518,Bikes,Mountain Bikes,Seattle,Washington
-22.7677,1,1242.8518,Bikes,Mountain Bikes,Cheyenne,Wyoming
-136.6062,6,1242.8518,Bikes,Mountain Bikes,Seattle,Washington
446.0274,9,647.994,Bikes,Mountain Bikes,Seattle,Washington
346.9102,7,647.994,Bikes,Mountain Bikes,Seattle,Washington
49.5586,1,647.994,Bikes,Mountain Bikes,Seattle,Washington
297.3516,6,647.994,Bikes,Mountain Bikes,Seattle,Washington
-738.0312,3,1308.9375,Bikes,Road Bikes,Bellingham,Washington
-492.0208,2,1308.9375,Bikes,Road Bikes,Bellingham,Washington
-492.0208,2,1308.9375,Bikes,Road Bikes,Bellingham,Washington
-1559.83512,12,1417.143,Bikes,Road Bikes,Bellingham,Washington
-422.2112,8,1466.01,Bikes,Road Bikes,Bellingham,Washington
-105.5528,2,1466.01,Bikes,Road Bikes,Bellingham,Washington
-1733.172912,12,580.2538,Bikes,Road Bikes,Bellingham,Washington
-338.4519,3,600.2625,Bikes,Road Bikes,Bellingham,Washington
-451.2692,4,600.2625,Bikes,Road Bikes,Bellingham,Washington
-1128.173,10,600.2625,Bikes,Road Bikes,Bellingham,Washington
-135.3008,8,469.794,Bikes,Road Bikes,Bellingham,Washington
-135.3008,8,469.794,Bikes,Road Bikes,Bellingham,Washington
-135.3008,8,469.794,Bikes,Road Bikes,Bellingham,Washington
-84.563,5,469.794,Bikes,Road Bikes,Bellingham,Washington
-3867.3444,12,234.897,Bikes,Road Bikes,Bellingham,Washington
-458.205924,11,454.1342,Bikes,Road Bikes,Bellingham,Washington
-84.563,5,469.794,Bikes,Road Bikes,Bellingham,Washington
-50.7378,3,469.794,Bikes,Road Bikes,Bellingham,Washington
-499.861008,12,454.1342,Bikes,Road Bikes,Bellingham,Washington
4.10718,2,16.8221,Accessories,Helmets,Cheyenne,Wyoming
4.10718,2,16.8221,Accessories,Helmets,Seattle,Washington
6.16077,3,16.8221,Accessories,Helmets,Cheyenne,Wyoming
10.26795,5,16.8221,Accessories,Helmets,Seattle,Washington
12.32154,6,16.8221,Accessories,Helmets,Cheyenne,Wyoming
10.26795,5,16.8221,Accessories,Helmets,Seattle,Washington
28.1212,2,44.994,Clothing,Tights,Cheyenne,Wyoming
98.4242,7,44.994,Clothing,Tights,Seattle,Washington
28.1212,2,44.994,Clothing,Tights,Bellingham,Washington
28.1212,2,44.994,Clothing,Tights,Cheyenne,Wyoming
28.1212,2,44.994,Clothing,Tights,Seattle,Washington
28.1212,2,44.994,Clothing,Tights,Bellingham,Washington
-1.7358,1,5.1865,Clothing,Caps,Renton,Washington
-36.085725,15,4.7543,Clothing,Caps,Seattle,Washington
32.8125,7,15,Accessories,Locks,Seattle,Washington
56.9848,8,22.794,Clothing,Gloves,Renton,Washington
75.21975,18,20.8945,Clothing,Gloves,Seattle,Washington
28.4924,4,22.794,Clothing,Gloves,Renton,Washington
76.994008,13,22.0342,Clothing,Gloves,Seattle,Washington
7.1231,1,22.794,Clothing,Gloves,Everett,Washington
21.3693,3,22.794,Clothing,Gloves,Renton,Washington
14.2462,2,22.794,Clothing,Gloves,Seattle,Washington
44.7264,9,14.1289,Clothing,Gloves,Seattle,Washington
19.8784,4,14.1289,Clothing,Gloves,Seattle,Washington
214.8024,6,137.694,Components,Forks,Seattle,Washington
155.6632,8,74.838,Components,Headsets,Seattle,Washington
-2.8955,1,736.1455,Components,Mountain Frames,Seattle,Washington
-8.6865,3,736.1455,Components,Mountain Frames,Seattle,Washington
-8.7825,3,744.2727,Components,Mountain Frames,Seattle,Washington
-11.71,4,744.2727,Components,Mountain Frames,Seattle,Washington
-14.6375,5,744.2727,Components,Mountain Frames,Seattle,Washington
140.5005,3,180.129,Components,Wheels,Seattle,Washington
36.6057,3,65.6018,Components,Handlebars,Seattle,Washington
459.4095,9,196.329,Components,Wheels,Seattle,Washington
-175.632,2,780.8182,Components,Road Frames,Longview,Washington
-175.632,2,780.8182,Components,Road Frames,Longview,Washington
-175.632,2,780.8182,Components,Road Frames,Longview,Washington
51.4894,1,198.036,Components,Wheels,Longview,Washington
24.4038,2,65.6018,Components,Handlebars,Longview,Washington
92.4892,4,88.932,Components,Forks,Seattle,Washington
10.6704,2,20.52,Components,Headsets,Seattle,Washington
5.3352,1,20.52,Components,Headsets,Kent,Washington
94.762,10,36.447,Components,Wheels,Seattle,Washington
45.187,10,24.2945,Components,Handlebars,Seattle,Washington
13.6882,1,52.647,Components,Wheels,Renton,Washington
68.441,5,52.647,Components,Wheels,Seattle,Washington
-103.4345,5,183.9382,Components,Road Frames,Longview,Washington
30.3498,2,202.332,Components,Road Frames,Longview,Washington
45.5247,3,202.332,Components,Road Frames,Longview,Washington
15.1749,1,202.332,Components,Road Frames,Longview,Washington
45.5247,3,202.332,Components,Road Frames,Longview,Washington
4.5187,1,24.2945,Components,Handlebars,Longview,Washington
17.5601,1,67.539,Components,Wheels,Longview,Washington
-38.6076,4,28.8404,Clothing,Jerseys,Renton,Washington
-86.8671,9,28.8404,Clothing,Jerseys,Seattle,Washington
-77.2152,8,28.8404,Clothing,Jerseys,Seattle,Washington
-48.2595,5,28.8404,Clothing,Jerseys,Seattle,Washington
16.8731,1,53.994,Clothing,Bib-Shorts,Longview,Washington
33.7462,2,53.994,Clothing,Bib-Shorts,Seattle,Washington
16.8731,1,53.994,Clothing,Bib-Shorts,Renton,Washington
33.7462,2,53.994,Clothing,Bib-Shorts,Seattle,Washington
67.4924,4,53.994,Clothing,Bib-Shorts,Seattle,Washington
44.9924,4,35.994,Clothing,Shorts,Seattle,Washington
112.481,10,35.994,Clothing,Shorts,Seattle,Washington
33.7443,3,35.994,Clothing,Shorts,Seattle,Washington
33.7329,9,11.994,Accessories,Pumps,Seattle,Washington
144.53505,18,56.2595,Components,Headsets,Seattle,Washington
46.8734,2,209.256,Components,Mountain Frames,Seattle,Washington
23.4367,1,209.256,Components,Mountain Frames,Seattle,Washington
93.7468,4,209.256,Components,Mountain Frames,Seattle,Washington
70.3101,3,209.256,Components,Mountain Frames,Renton,Washington
140.6202,6,209.256,Components,Mountain Frames,Seattle,Washington
130.4316,4,125.415,Components,Wheels,Seattle,Washington
62.82,10,33.7745,Components,Handlebars,Seattle,Washington
352.33812,12,136.8945,Components,Wheels,Seattle,Washington
-36.4901,1,324.4527,Components,Road Frames,Longview,Washington
-36.4901,1,324.4527,Components,Road Frames,Longview,Washington
-72.9802,2,324.4527,Components,Road Frames,Longview,Washington
38.7481,1,149.031,Components,Wheels,Longview,Washington
-22.5224,1,1229.4589,Bikes,Mountain Bikes,Renton,Washington
-67.5672,3,1229.4589,Bikes,Mountain Bikes,Seattle,Washington
-112.612,5,1229.4589,Bikes,Mountain Bikes,Seattle,Washington
-67.5672,3,1229.4589,Bikes,Mountain Bikes,Seattle,Washington
-22.7677,1,1242.8518,Bikes,Mountain Bikes,Renton,Washington
-45.5354,2,1242.8518,Bikes,Mountain Bikes,Seattle,Washington
-45.5354,2,1242.8518,Bikes,Mountain Bikes,Everett,Washington
-22.7677,1,1242.8518,Bikes,Mountain Bikes,Renton,Washington
-91.0708,4,1242.8518,Bikes,Mountain Bikes,Seattle,Washington
-45.5354,2,1242.8518,Bikes,Mountain Bikes,Renton,Washington
-182.1416,8,1242.8518,Bikes,Mountain Bikes,Seattle,Washington
99.1172,2,647.994,Bikes,Mountain Bikes,Seattle,Washington
446.0274,9,647.994,Bikes,Mountain Bikes,Seattle,Washington
495.586,10,647.994,Bikes,Mountain Bikes,Seattle,Washington
247.793,5,647.994,Bikes,Mountain Bikes,Seattle,Washington
99.1172,2,647.994,Bikes,Mountain Bikes,Beaverton,Oregon
-984.0416,4,1308.9375,Bikes,Road Bikes,Longview,Washington
-1476.0624,6,1308.9375,Bikes,Road Bikes,Longview,Washington
-738.0312,3,1308.9375,Bikes,Road Bikes,Longview,Washington
-246.0104,1,1308.9375,Bikes,Road Bikes,Longview,Washington
-105.5528,2,1466.01,Bikes,Road Bikes,Longview,Washington
-52.7764,1,1466.01,Bikes,Road Bikes,Longview,Washington
-105.5528,2,1466.01,Bikes,Road Bikes,Longview,Washington
-738.0312,3,1308.9375,Bikes,Road Bikes,Longview,Washington
-225.6346,2,600.2625,Bikes,Road Bikes,Longview,Washington
-564.0865,5,600.2625,Bikes,Road Bikes,Longview,Washington
-451.2692,4,600.2625,Bikes,Road Bikes,Longview,Washington
-338.4519,3,600.2625,Bikes,Road Bikes,Longview,Washington
-16.9126,1,469.794,Bikes,Road Bikes,Longview,Washington
-50.7378,3,469.794,Bikes,Road Bikes,Longview,Washington
-50.7378,3,469.794,Bikes,Road Bikes,Longview,Washington
-50.7378,3,469.794,Bikes,Road Bikes,Longview,Washington
-16.9126,1,469.794,Bikes,Road Bikes,Longview,Washington
-16.9126,1,469.794,Bikes,Road Bikes,Longview,Washington
-322.2787,1,234.897,Bikes,Road Bikes,Portland,Oregon
-322.2787,1,234.897,Bikes,Road Bikes,Longview,Washington
-33.8252,2,469.794,Bikes,Road Bikes,Longview,Washington
-50.7378,3,469.794,Bikes,Road Bikes,Longview,Washington
-33.8252,2,469.794,Bikes,Road Bikes,Longview,Washington
-33.8252,2,469.794,Bikes,Road Bikes,Longview,Washington
28.4008,4,20.1865,Accessories,Helmets,Renton,Washington
28.4008,4,20.1865,Accessories,Helmets,Seattle,Washington
7.1002,1,20.1865,Accessories,Helmets,Beaverton,Oregon
7.1002,1,20.1865,Accessories,Helmets,Renton,Washington
42.6012,6,20.1865,Accessories,Helmets,Seattle,Washington
28.4008,4,20.1865,Accessories,Helmets,Renton,Washington
84.518392,14,19.5136,Accessories,Helmets,Seattle,Washington
14.0606,1,44.994,Clothing,Tights,Renton,Washington
126.5454,9,44.994,Clothing,Tights,Seattle,Washington
98.4242,7,44.994,Clothing,Tights,Seattle,Washington
42.1818,3,44.994,Clothing,Tights,Renton,Washington
112.4848,8,44.994,Clothing,Tights,Seattle,Washington
-1.7358,1,5.1865,Clothing,Caps,Kent,Washington
56.9848,8,22.794,Clothing,Gloves,Kent,Washington
14.2462,2,22.794,Clothing,Gloves,Kent,Washington
7.1231,1,22.794,Clothing,Gloves,Kent,Washington
-2.9275,1,744.2727,Components,Mountain Frames,Lewiston,Idaho
-87.816,1,780.8182,Components,Road Frames,Wenatchee,Washington
-87.816,1,780.8182,Components,Road Frames,Wenatchee,Washington
28.4286,3,36.447,Components,Wheels,Kent,Washington
27.3764,2,52.647,Components,Wheels,Kent,Washington
-19.3038,2,28.8404,Clothing,Jerseys,Kent,Washington
67.4924,4,53.994,Clothing,Bib-Shorts,Kent,Washington
32.6079,1,125.415,Components,Wheels,Lewiston,Idaho
6.282,1,33.7745,Components,Handlebars,Kent,Washington
73.6398,2,141.615,Components,Wheels,Kent,Washington
-45.0448,2,1229.4589,Bikes,Mountain Bikes,Kent,Washington
-22.7677,1,1242.8518,Bikes,Mountain Bikes,Kent,Washington
-45.5354,2,1242.8518,Bikes,Mountain Bikes,Kent,Washington
-22.7677,1,1242.8518,Bikes,Mountain Bikes,Lewiston,Idaho
21.3006,3,20.1865,Accessories,Helmets,Kent,Washington
7.1002,1,20.1865,Accessories,Helmets,Kent,Washington
7.1002,1,20.1865,Accessories,Helmets,Kent,Washington
70.303,5,44.994,Clothing,Tights,Kent,Washington
14.0606,1,44.994,Clothing,Tights,Kent,Washington
-5.2074,3,5.1865,Clothing,Caps,Cheyenne,Wyoming
-3.4716,2,5.1865,Clothing,Caps,Seattle,Washington
32.8125,7,15,Accessories,Locks,Seattle,Washington
4.6875,1,15,Accessories,Locks,Bellingham,Washington
21.3693,3,22.794,Clothing,Gloves,Cheyenne,Wyoming
82.916624,14,22.0342,Clothing,Gloves,Seattle,Washington
14.2462,2,22.794,Clothing,Gloves,Cheyenne,Wyoming
64.1079,9,22.794,Clothing,Gloves,Seattle,Washington
7.1231,1,22.794,Clothing,Gloves,Cheyenne,Wyoming
28.4924,4,22.794,Clothing,Gloves,Seattle,Washington
14.9088,3,14.1289,Clothing,Gloves,Bellingham,Washington
24.848,5,14.1289,Clothing,Gloves,Port Orchard,Washington
-8.6865,3,736.1455,Components,Mountain Frames,Seattle,Washington
-2.9275,1,744.2727,Components,Mountain Frames,Seattle,Washington
36.6057,3,65.6018,Components,Handlebars,Seattle,Washington
51.0455,1,196.329,Components,Wheels,Seattle,Washington
51.4894,1,198.036,Components,Wheels,Bellingham,Washington
28.4286,3,36.447,Components,Wheels,Seattle,Washington
68.441,5,52.647,Components,Wheels,Seattle,Washington
-144.8083,7,183.9382,Components,Road Frames,Bellingham,Washington
-144.8083,7,183.9382,Components,Road Frames,Bellingham,Washington
45.5247,3,202.332,Components,Road Frames,Bellingham,Washington
45.5247,3,202.332,Components,Road Frames,Bellingham,Washington
60.6996,4,202.332,Components,Road Frames,Bellingham,Washington
60.6996,4,202.332,Components,Road Frames,Bellingham,Washington
52.6803,3,67.539,Components,Wheels,Bellingham,Washington
-9.6519,1,28.8404,Clothing,Jerseys,Cheyenne,Wyoming
-96.519,10,28.8404,Clothing,Jerseys,Seattle,Washington
-19.3038,2,28.8404,Clothing,Jerseys,Seattle,Washington
50.6193,3,53.994,Clothing,Bib-Shorts,Seattle,Washington
78.7367,7,35.994,Clothing,Shorts,Seattle,Washington
11.2443,3,11.994,Accessories,Pumps,Seattle,Washington
46.8734,2,209.256,Components,Mountain Frames,Seattle,Washington
164.0569,7,209.256,Components,Mountain Frames,Seattle,Washington
18.846,3,33.7745,Components,Handlebars,Seattle,Washington
147.2796,4,141.615,Components,Wheels,Seattle,Washington
-36.4901,1,324.4527,Components,Road Frames,Bellingham,Washington
-182.4505,5,324.4527,Components,Road Frames,Bellingham,Washington
-36.4901,1,324.4527,Components,Road Frames,Bellingham,Washington
77.4962,2,149.031,Components,Wheels,Bellingham,Washington
-22.5224,1,1229.4589,Bikes,Mountain Bikes,Cheyenne,Wyoming
-45.0448,2,1229.4589,Bikes,Mountain Bikes,Seattle,Washington
-22.5224,1,1229.4589,Bikes,Mountain Bikes,Cheyenne,Wyoming
-112.612,5,1229.4589,Bikes,Mountain Bikes,Seattle,Washington
-1047.28608,12,1188.477,Bikes,Mountain Bikes,Seattle,Washington
-204.9093,9,1242.8518,Bikes,Mountain Bikes,Seattle,Washington
-45.5354,2,1242.8518,Bikes,Mountain Bikes,Cheyenne,Wyoming
-45.5354,2,1242.8518,Bikes,Mountain Bikes,Missoula,Montana
-182.1416,8,1242.8518,Bikes,Mountain Bikes,Seattle,Washington
-22.7677,1,1242.8518,Bikes,Mountain Bikes,Cheyenne,Wyoming
-136.6062,6,1242.8518,Bikes,Mountain Bikes,Seattle,Washington
297.3516,6,647.994,Bikes,Mountain Bikes,Seattle,Washington
297.3516,6,647.994,Bikes,Mountain Bikes,Seattle,Washington
346.9102,7,647.994,Bikes,Mountain Bikes,Seattle,Washington
247.793,5,647.994,Bikes,Mountain Bikes,Seattle,Washington
-1476.0624,6,1308.9375,Bikes,Road Bikes,Bellingham,Washington
-246.0104,1,1308.9375,Bikes,Road Bikes,Bellingham,Washington
-263.882,5,1466.01,Bikes,Road Bikes,Bellingham,Washington
-52.7764,1,1466.01,Bikes,Road Bikes,Bellingham,Washington
-676.9038,6,600.2625,Bikes,Road Bikes,Bellingham,Washington
-112.8173,1,600.2625,Bikes,Road Bikes,Bellingham,Washington
-902.5384,8,600.2625,Bikes,Road Bikes,Bellingham,Washington
-152.2134,9,469.794,Bikes,Road Bikes,Bellingham,Washington
-118.3882,7,469.794,Bikes,Road Bikes,Bellingham,Washington
-499.861008,12,454.1342,Bikes,Road Bikes,Bellingham,Washington
-135.3008,8,469.794,Bikes,Road Bikes,Bellingham,Washington
-152.2134,9,469.794,Bikes,Road Bikes,Bellingham,Washington
-101.4756,6,469.794,Bikes,Road Bikes,Bellingham,Washington
-84.563,5,469.794,Bikes,Road Bikes,Bellingham,Washington
-583.171176,14,454.1342,Bikes,Road Bikes,Bellingham,Washington
-169.126,10,469.794,Bikes,Road Bikes,Bellingham,Washington
42.6012,6,20.1865,Accessories,Helmets,Seattle,Washington
49.7014,7,20.1865,Accessories,Helmets,Seattle,Washington
14.2004,2,20.1865,Accessories,Helmets,Sandpoint,Idaho
21.3006,3,20.1865,Accessories,Helmets,Seattle,Washington
14.0606,1,44.994,Clothing,Tights,Seattle,Washington
14.0606,1,44.994,Clothing,Tights,Cheyenne,Wyoming
42.1818,3,44.994,Clothing,Tights,Seattle,Washington
-5.2074,3,5.1865,Clothing,Caps,Renton,Washington
-6.9432,4,5.1865,Clothing,Caps,Seattle,Washington
18.75,4,15,Accessories,Locks,Seattle,Washington
71.071392,12,22.0342,Clothing,Gloves,Renton,Washington
64.1079,9,22.794,Clothing,Gloves,Seattle,Washington
14.2462,2,22.794,Clothing,Gloves,Renton,Washington
56.9848,8,22.794,Clothing,Gloves,Seattle,Washington
7.1231,1,22.794,Clothing,Gloves,Renton,Washington
9.9392,2,14.1289,Clothing,Gloves,Seattle,Washington
